SYMBOL	lengths
EFCAB6	9908
ARV1	3607
NMNAT1	7095
P2RY12	3204
IL25	2059
CYP3A43	4470
ST3GAL1	20302
ST3GAL2	18637
ELOVL1	7643
KLC2	10330
FNDC4	3356
FBXL17	12023
ST3GAL4	13598
PORCN	13471
GNPNAT1	8451
ISL2	3165
MARCHF7	10129
SPATA20	14915
YTHDC2	14932
SLC13A3	11385
ETNPPL	5645
TUT1	11780
AIDA	6057
USP46	15971
NIBAN2	8230
VWA1	7916
PLEKHG2	16805
DCLRE1B	10362
NABP1	33716
ARMCX5	6532
METTL4	11393
RFX7	15279
CDCP1	7159
LL22NC03-63E9.3	6222
ST3GAL3	58346
ACTG1P4	1122
PPP1R3G	4147
EFL1P1	2001
PCDH20	11125
ST8SIA1	17048
PAPOLG	17350
C12orf43	12046
LOC648987	9716
BMP1	12121
PMEL	8919
LPIN3	7117
RANBP17	14546
AGXT2	6419
STIL	17797
LOC649133	2600
ZSCAN5C	1668
LINC00273	1452
PRAMENP	4686
BCL11B	11452
SIM1	13206
CASD1	7497
LRRC19	3994
PNMA6E	5985
SLC30A5	10548
CCDC71	1791
RASAL3	7827
CES5AP1	4304
TTC23	15691
MRPL14	957
SIM2	10052
PRAMEF34P	5793
HNRNPCL3	4193
LOC649352	4767
YWHAEP1	763
SIPA1	8141
STAG3L4	3665
NT5DC2	9227
DLGAP1-AS1	5588
CENPH	3954
MRPS26	1016
SIX1	10364
MRPS24	3965
SIX3	2713
MRPS15	4841
MRPS11	9385
MRPS9	2415
MRPS6	6894
MRPS5	9691
SKI	7042
MRPL41	582
MRPL40	2238
MRPL38	9294
MRPL36	3270
SKIL	14331
MRPL34	2721
MRPL32	4134
SKIV2L	58797
RPL23AP64	870
BMP2	3545
SKP1	16932
MRPL11	4962
MRPL9	4260
MRPL1	3074
NDRG4	32194
SLC26A6	14088
SLC26A10	8172
PINK1	7424
SKP2	49905
LOC650226	2201
SLA	13948
TSSC2	5122
SLAMF1	5509
SLC1A1	4274
REEP1	15183
GPBP1	11686
ACD	10489
RAPH1	14869
SLC1A2	62104
CDK15	8015
TMEM237	15020
BEND3P3	2440
NBEAL1	41196
ABCA17P	9205
GAS6-AS1	7169
SLC1A3	40501
CFLAR-AS1	8503
IMPA1P1	1174
RTN4R	5687
MIPEPP3	791
SLC4A3	6875
MRPL44	1689
VPS33A	11790
NOL6	10564
TMEM135	16350
SLC1A4	10722
JMJD4	9302
KRI1	9309
BMP3	6087
SLC1A5	5564
MARCKSL1	1546
UPF3B	4815
SLC1A6	11474
UPF3A	10070
RSRC2	15291
SLC1A7	10782
PRAMEF1	3487
PRAMEF2	3284
INTS3	32281
SOWAHC	4627
WNK1	34361
SLC2A1	14402
ZKSCAN8P1	3633
LOC651337	4783
SLC2A2	5335
FLJ38576	2459
SLC2A3	12651
SLC2A4	14520
ANKRD33B	10906
SLC2A5	8009
SLC3A1	12975
BMP4	7186
SLC3A2	20804
SLC4A1	5571
PCDH15	30938
SLC4A2	13440
NADK	9564
LOC652276	3422
SLC5A1	8604
SLC5A2	6831
ZFP69B	7564
SPATS2	13243
ZSWIM4	12670
SMTN	13702
CPLANE1	31371
ZNF649	7209
MPPE1	18115
SLC5A3	11566
COA7	4755
PYCR3	15214
UBE2Z	9588
C8orf33	9151
WNK4	6960
WNK3	19287
WNK2	19579
SLC5A4	2048
SLC5A5	3893
SLC6A1	77062
SNORA48	1575
SNORD10	142
CASTOR1	9498
LRRC37A5P	2318
SKOR2	7601
UCA1	33583
BMP5	3970
SLC6A2	23628
GOLGA8S	4942
XAGE1B	2187
GOLGA8J	8738
GOLGA8T	2121
GUSBP16	2462
ZDHHC11B	8874
SLC6A3	10746
FAM86FP	1664
ZBTB8A	10315
FAM74A6	2493
GOLGA8K	7149
FAM228A	4156
ANXA8	11354
NBPF6	5639
GPR199P	5050
RPSAP9	888
OR1D4	939
GUSBP3	3700
ABCC6P1	4497
TRIM43B	1471
SLC6A4	12647
FAM230A	3854
XAGE1A	1319
AGAP10P	2418
GTF2H2B	4610
KRTAP4-11	2373
PRB2	6704
AGAP14P	2060
AGAP7P	2062
POTEI	8505
CFC1B	2863
CT47A7	1294
SLC6A6	15295
ASAH2B	18977
FAM153CP	51222
KIAA0895L	10809
FAM86B2	2804
NCF1	7145
SORD2P	8205
RRN3P2	3033
GSTTP2	726
SLC6A7	4975
FOXD4L6	2247
SPAG11A	3849
FOXD4L5	3109
AQP12B	5695
SRGAP2C	9622
MRPL45P2	2836
AFDN-DT	5832
SCGB1C2	913
RGPD3	7667
PSG10P	2138
LGALS7B	2062
SLC6A8	9416
PPIAL4A	660
SFTPA1	6212
LOC653513	1210
GPR89A	9471
TP53TG3C	7112
SLC6A10PB	3660
TMEM236	5515
PHLDB3	7198
PPIAL4C	600
SLC6A9	8629
H3C13	469
PRAMEF15	1865
WASH7P	1351
GOLGA6C	2082
GOLGA6D	3583
TBC1D3P1-DHX40P1	4654
LOC653653	1599
MBD3L4	774
MBD3L3	775
SEC1P	2995
FAM226B	1490
GSTT2B	2803
TCAF2P1	7626
LOC653712	2691
GOLGA8M	4566
POTEJ	3370
MZT2A	5287
OTOAP1	2825
SLC6A11	7337
ZG16	3116
FAM72B	6860
ACTR3C	9115
SLC6A12	11749
BMP6	3784
SLC6A13	6268
SLC7A1	8298
SLC7A2	19895
OCM	1076
ZNF732	2346
SLC8A2	9735
SNORA5A	134
SNORA8	139
SNORA75	137
SNORA13	133
LSP1P4	3103
LGALS9C	24352
NME1-NME2	1583
FAM138B	2001
LRTM2	30020
PAX8-AS1	40562
SNHG20	16478
FER1L6	6051
FGF7P3	5429
BOLA2B	2344
FAM30C	410
SLC7A4	3776
IQCJ	3801
SLC8A1	31551
SLC8A3	18438
LOC654780	4166
PCP4L1	1406
SLC9A1	9738
NCF1B	3565
NCF1C	1427
FAM138C	2344
MFF-DT	29990
SLC9A2	6260
BMP7	8364
SLC9A3	9861
SLC9A5	10242
SLC10A1	2002
SLC10A2	3350
SLC11A1	18410
SLC12A1	20907
SLC12A2	15740
SLC12A3	9005
BMP8B	4826
SLC12A4	13972
SLC13A1	6188
SLC14A1	13697
SLC15A1	4383
SLC15A2	7406
SLC16A1	22619
SLC16A2	8343
SLC17A1	2469
SLC34A1	7417
BMPR1A	11518
SLC18A1	7017
SLC18A2	4409
SLC18A3	2411
SLC19A1	14097
SLC20A1	8236
SLC20A2	9712
SLC25A1	4127
SLCO2A1	6463
SLCO1A2	15669
BMPR1B	11185
SLC22A1	3704
SLC22A3	3234
SLC22A2	7907
SLC22A4	2830
SLC22A5	18356
SLIT1	10358
SLIT3	21334
SLN	1436
BMPR2	21651
SLPI	596
SNAI2	5634
SMARCA1	7167
SMARCA2	46646
HLTF	8862
SMARCA4	33930
STK33	13215
PLEKHA3	14741
PHACTR4	13190
SMARCB1	34538
BRD9	14295
CAPRIN2	16619
ZSCAN18	21577
GRAMD2B	11935
AACS	20146
ZBTB10	22744
KCTD14	2577
ZNF747	10352
DLK2	3557
SMARCC1	9195
ANTKMT	5106
FUNDC2	12484
DDRGK1	2629
MRPS34	2708
CENPBD2P	14237
RASL11B	8484
ZFTA	7656
LRRC61	9943
BMX	3963
TMEM108	14555
CYP4F12	10605
LYNX1	10142
CHID1	13307
TRAK2	8187
SMARCC2	14058
SMARCD1	10735
SMARCD2	6318
SLC2A11	40340
MTMR9	12939
BOLL	8314
SMARCD3	10791
SMARCE1	79036
SMN1	14598
SMN2	11836
SMO	7548
SMPD1	9827
POLR3D	10882
SMPD2	2426
SMS	2625
SUMO3	3574
SUMO2	4129
SIGLEC1	10473
SNAI1	1705
SNAP25	3715
SNAPC1	2907
SNAPC2	3256
SNAPC3	10332
BNIP1	4358
SNCB	4710
SNAPC4	8606
SNCA	18977
SNCG	2097
FSCN1	5715
SNRNP70	10878
SNRPA	5203
SNRPA1	7348
SNRPB	1711
SNRPB2	3887
BNIP2	13839
SNRPC	2016
SNRPD1	5502
SNRPD2	2337
SNRPD3	4873
SNRPE	3493
SNRPF	4048
SNRPG	3634
SNRPN	4689
BNIP3	6905
SNTA1	2211
SNTB1	13990
SNX1	14905
SNX2	11116
SNTB2	11433
SOAT1	12238
MIR539	78
MIR544A	91
MIR545	106
MIR376A2	80
MIR487B	84
MIR542	97
SOD1	2284
ZNF826P	9508
HNRNPA1P10	962
SOD2	25818
SOD3	1692
BNIP3L	6028
CAPN15	13215
SON	21106
SORD	24863
SORL1	21390
SOS1	11676
SOS2	8381
SOX1	4558
SOX2	2512
SOX3	2085
SOX4	4869
BOK	2680
SOX5	18907
SOX9	3931
SOX10	7836
SOX11	9002
SOX15	2001
SOX12	4673
SP1	9111
SP2	4997
DST	73996
SP3	23066
SP4	14143
SP100	19766
SPAG1	7830
UAP1	6045
SPAG4	4849
SPAM1	4925
SPARC	7074
FOXL2	2914
SPAST	25397
SPG7	97021
SPI1	15175
SPIB	10769
BPGM	4943
SPINK1	1813
SPINK2	2868
SPINT1	6682
SPN	19033
SPP2	1744
SPOCK1	11148
SPP1	21338
SPR	2379
SPRR1B	619
BPHL	10259
SPRR2A	677
SPRR2D	3047
SPRR2E	735
SPRR2F	675
SPRR2G	589
SPRR3	2878
SPTA1	12013
SPTAN1	26122
BPI	3740
SPTB	20372
SPTBN1	24917
SPTBN2	18297
SQLE	5756
SRC	12341
SRD5A1	9894
SRD5A2	4519
SRI	6672
AKR1D1	5978
SRD5A1P1	786
BRCA1	27773
SREBF1	17479
SREBF2	13156
SRF	4231
SRM	3348
SRMS	4082
SRP9	6685
SRP14	4617
SRP19	16813
SRP54	16254
BRAF	39580
SRP68	12756
SRP72	8351
SRPK1	11229
SRPK2	13101
SRPRA	6777
SRY	828
TRIM21	2641
RO60	14635
SSB	7154
SSBP1	17467
ITPRID2	16065
SSR1	17875
SSR2	15202
SSR3	7519
SSR4	8915
SSRP1	8741
BRCA2	15298
SST	607
SSTR1	4390
SSTR2	8803
SSTR3	6037
SSTR4	3926
SSTR5	1362
SSX1	1223
SSX2	1924
SSX5	1681
SSX4	1846
BRDT	11353
SS18	11930
DENND2B	29602
ST13	5079
ST14	4821
STAC	5981
ZFP36L1	11074
STAR	6304
STAT1	24027
STAT2	25030
STAT3	30462
STAT4	6712
STAT5A	17112
SCARNA3	143
SCARNA20	131
STAT5B	8005
SCARNA21	139
SCARNA18	134
SCARNA2	847
SCARNA7	330
SCARNA13	275
SCARNA17	648
SCARNA22	125
SCARNA4	257
SCARNA6	530
SCARNA23	130
SCARNA1	166
SCARNA5	552
SCARNA8	131
SCARNA12	270
SCARNA15	4452
LINC00488	4356
SCARNA11	136
SCARNA16	187
FAM138D	3450
SNORA1	130
SNORA2A	135
SNORA2B	137
SNORA5B	132
SNORA5C	137
SNORA7B	139
SNORA9	133
SNORA11	128
STAT6	19594
SNORA12	147
SNORA14A	135
SNORA14B	135
SNORA15	133
SNORA17A	265
SNORA18	132
SNORA20	132
SNORA22	134
SNORA23	182
SNORA24	1236
SNORA26	122
SNORA28	126
SNORA29	140
SNORA30	129
SNORA31	130
SNORA2C	137
SNORA35	128
SNORA36A	132
SNORA36B	131
SNORA37	129
SNORA38	924
SNORA71E	132
SNORA40	126
SNORA80E	137
SNORA17B	266
SNORA44	132
SNORA3B	131
SNORA46	135
SNORA47	138
SNORA49	136
SNORA50A	270
SNORA51	132
SNORA53	249
SNORA54	246
SNORA55	135
SNORA56	129
SNORA58	137
SNORA60	134
SNORA61	130
SNORA71C	134
SNORA71D	134
SNORA74B	201
SNORA50C	268
SNORA77	125
SNORA78	598
SNORA79	140
SNORA80A	136
SNORA81	178
SNORD1A	72
SNORD1B	84
SNORD1C	2743
SNORA59B	701
SNORA59A	152
STATH	8051
ZFP36L2	3693
STAU1	7657
STC1	5261
HSPA13	4224
SULT1E1	2746
ELOVL4	3013
STIM1	16568
CD27-AS1	12642
NEK4	8049
STK3	19481
STK4	15423
AURKA	6165
AURKAP1	1212
CDKL5	19055
STK10	13933
STK11	15673
AURKC	3846
SULT1A2	4771
BRS3	2773
STRN	15106
STX1A	8512
STX3	12878
STX4	9078
STX5	6766
STXBP1	19654
STXBP2	11632
STXBP3	6786
STYX	8877
SULT1A1	19117
SULT1A3	5451
SULT1C2	10842
BSG	12277
SULT2B1	3478
SUOX	12719
SULT2A1	1904
SUPT4H1	5709
SUPT5H	11206
BST1	3877
SUPT6H	13522
SUPV3L1	6217
ABCC8	58902
SURF1	5138
SURF2	3230
SURF4	15720
MED22	36124
SURF6	10340
SUV39H1	5875
BST2	1539
SVIL	17151
VAMP1	7938
VAMP2	4201
VAMP7	7398
XCL2	562
SYCP1	6279
SNORA25	134
BTC	2950
SYK	5718
SYN1	5715
SYN2	9889
SYP	7295
SYPL1	5037
SYT1	10606
BTD	33757
SYT4	8013
SYT5	10226
TBXT	3892
TAC1	3381
TACR2	4243
TAC3	2259
TACC1	27922
ADAM17	28291
TACR1	6030
KLF9	5201
TACR3	5359
TADA2A	18625
TAF1	26017
TAF2	8661
TAF4	16890
TAF4B	8366
TAGLN	11705
TAF5	3259
TAF6	9532
TAF7	2295
KLF5	7064
TAF9	13507
TAF10	11754
TAF11	3429
TAF12	2901
TAF13	1713
MAP3K7	13217
TAL1	11759
TAL2	668
TALDO1	5037
BTF3	12221
TAP1	45863
TAP2	75408
TAPBP	48059
TARBP1	10552
TARBP2	11971
TARS1	8867
TAT	6821
TBX1	4561
CNTN2	45965
TAFAZZIN	25529
TBCA	7148
TBCC	1606
TBCD	51773
TBCE	32175
SERPINA7	4827
TBL1X	28060
TBP	6503
TBX2	9067
TBX5	7768
TBX6	5173
TBX15	6825
TBXA2R	5551
TBXAS1	11358
TCEA1	11271
TCEA2	9232
TCEA3	8804
SNORD9	104
SNORD12	90
SNORD11	84
SNORA32	121
SNORD5	73
SNORA16A	272
SNORD6	73
SNORD7	97
SNORD13	104
SNORD45C	79
SNORD17	237
SNORD49B	72
SNORD50B	70
SNORD19	68
SNORD23	110
SNORD32B	588
SNORD62B	86
MSMP	1083
FAM86DP	17118
ELOC	10167
SNORD65	73
SNORD66	76
SNORD67	111
SNORD69	77
SNORD70	88
SNORD71	86
SCARNA10	578
SCARNA14	136
SNORA16B	135
SNORA57	525
SNORD84	546
SNORD86	3066
SNORD88A	91
SNORD88B	91
SNORD88C	91
SNORD89	114
SNORD90	111
SNORD91A	191
SNORD91B	222
SNORD92	85
SNORD93	74
SNORD98	67
SNORD99	74
SNORD110	75
SNORD111	94
SNORD112	77
SNORD97	142
SNORD94	137
SNORD96B	79
SNORD104	70
SNORD105	85
SNORD117	608
LMNTD2-AS1	6093
ELOB	2739
PPAN-P2RY11	3863
ELOA	8722
TCF4	69594
TBX3	7880
HNF1A	11947
HNF1B	16360
TCF3	23407
MIR33B	96
MIR411	96
MIR421	85
MIR449B	97
MIR532	91
MIR548A1	97
MIR548A2	97
MIR548A3	97
MIR548B	97
MIR548C	97
MIR548D1	97
MIR548D2	97
MIR549A	96
MIR550A1	97
MIR550A2	97
MIR551A	96
MIR551B	96
MIR552	96
MIR553	68
MIR554	96
MIR555	96
MIR556	95
MIR557	98
MIR558	94
MIR559	96
MIR561	97
MIR562	95
MIR563	79
MIR564	188
MIR567	98
MIR568	15309
MIR569	96
MIR570	97
MIR571	96
MIR572	95
MIR573	99
MIR574	96
MIR575	94
MIR576	98
MIR577	96
MIR578	96
MIR579	98
MIR580	97
MIR581	96
MIR582	98
MIR583	75
MIR584	97
MIR585	94
MIR586	97
MIR587	96
MIR588	83
MIR589	99
MIR590	97
MIR591	95
MIR592	97
MIR593	100
MIR595	96
MIR596	77
MIR597	194
MIR598	194
MIR599	95
MIR600	98
MIR601	79
MIR602	98
MIR603	97
MIR604	94
MIR605	83
MIR606	96
MIR607	96
MIR608	100
MIR609	95
MIR610	96
MIR611	67
MIR612	100
MIR613	95
MIR614	90
TCF7	24041
MIR615	96
MIR616	97
MIR617	97
MIR618	98
MIR619	99
MIR620	95
MIR621	96
MIR622	1395
MIR623	98
MIR624	97
MIR625	85
MIR626	94
MIR627	97
MIR628	95
MIR629	97
MIR630	97
MIR631	75
MIR632	94
MIR633	98
MIR634	97
MIR635	98
MIR636	99
MIR637	99
MIR638	100
MIR639	2997
MIR640	96
MIR641	99
MIR642A	97
MIR643	97
MIR644A	94
MIR645	94
MIR646	94
MIR647	96
MIR648	94
MIR649	97
MIR92B	96
TCF7L2	13842
ZEB1	22855
GCFC2	13084
TCF12	22007
TCF15	1006
BTG1	6508
ZNF354A	3217
TCF19	35027
TCF20	50884
TCF21	4290
VPS72	3527
MLX	10294
TCN1	2600
TCN2	6545
TCOF1	20539
BTK	6787
TCP1	10304
TCP10L3	19916
TCP11	8512
BTN1A1	5012
TECTB	10131
TCTA	5454
BUB1	9647
DYNLT3	3302
DYNLT2	6115
PPP1R11	23753
DYNLT1	4353
TDG	7806
TDGF1	4107
TDGF1P3	2710
TDO2	11285
ACTC1	3435
PRDX2	3932
TEAD1	20507
TEAD4	4345
TEAD3	3535
TEC	5271
TECTA	12337
TEF	8461
TMBIM6	17293
BUB1B	7440
TEK	8621
TEP1	17127
TERC	979
TERF1	25474
TERF2	9135
TERT	9236
TESK1	7179
TF	31560
TFAM	6456
TFAP2A	15887
TFAP2B	6284
TFAP2C	3344
TFAP4	10121
TFCP2	5679
NR2F1	7189
NR2F2	11512
TFDP1	5630
TFDP2	26185
TFE3	5096
TFF1	492
TFF2	1226
TFF3	1521
TFPI	14222
TFR2	9766
TFRC	12541
TG	14812
TGFA	6912
TGFB1	4204
TGFB1I1	12946
TGFB2	8071
TGFB3	10445
LEFTY2	4379
TGFBI	14115
TGFBR1	18055
TGM4	12504
TGFBR2	12762
TGFBR3	14692
BYSL	4254
TGIF1	17827
TGM1	12608
TGM2	10983
TGM3	3777
TH	4686
THBD	4040
THBS1	11600
THBS2	27618
THBS3	7554
TSPO	3041
THBS4	5474
TCHH	7133
THOP1	12306
THPO	6070
THRA	10274
THRB	43928
THRSP	1174
THY1	9109
KLF10	5427
TIA1	14513
TIAL1	14371
TIAM1	15308
TIE1	9946
TIMP1	2138
TIMP2	9445
TIMP3	4597
TIMP4	1194
C1QBP	3627
NKX2-1	8301
TJP1	26072
TK1	3950
TK2	31316
TKT	18267
ICAM5	4995
TLE1	6489
TLE2	9042
TLE3	33004
TLE4	15235
TLL1	10919
TLL2	7457
TLN1	11558
SEC62	10091
TLR1	9794
TLR2	9055
TLR3	10558
TLR4	21848
ACTG1	17820
SERPING1	17824
TLR5	14213
NR2E1	5444
TSPAN7	5689
TSPAN8	3529
TM4SF4	2042
TSPAN6	7636
TSPAN4	11488
GPR137B	3993
TM7SF2	11265
TRAPPC10	17457
ERC2-IT1	2177
TMF1	15747
TMOD1	7405
TMPO	15584
TMPRSS2	13493
TMSB4X	3354
C1QA	2665
CLDN5	8049
CLEC3B	2298
TNF	13049
TNNC2	847
TNFAIP1	5510
TNFAIP2	9234
TNFAIP3	10202
C1QB	2344
TNFAIP6	1694
TNFRSF1A	10204
TNFRSF1B	6763
TNNC1	1489
TNNI1	14168
TNNI2	3628
TNNI3	4406
TNNT1	4310
TNNT2	15018
C1QC	3042
TNNT3	8088
TNP1	407
TNP2	619
TNR	14003
TNS1	39781
TNXA	8152
TNXB	108332
C1R	27156
TOP1	15440
TOP1P1	661
TOP2A	6804
TOP2B	8109
TOP3A	33416
TP53	8910
TP53BP1	17826
TP53BP2	10508
C1S	14838
TP73	13170
TPBG	16330
TPD52	21698
TPD52L1	11107
TPD52L2	7569
TPH1	9989
TPI1	6137
TPM1	33472
TPM2	6641
C2	64216
TPM3	35223
TPM4	47914
TPMT	3184
TPO	11620
TPP2	15474
TPR	14634
TPSAB1	2839
TPT1	16254
TPTE	4747
C3	11826
CRISP2	2219
NR2C1	11106
NR2C2	14907
HSP90B1	30685
TRAF1	4615
TRAF2	4457
TRAF3	17718
TRAF5	16272
TRAF6	10090
C3AR1	4001
HSP90B2P	2384
ACTG2	5292
C4A	33812
TRH	1903
TRHR	5109
CCT3	7216
TRIO	28546
TRIP6	4712
C4B	45493
TRO	15094
C4BPA	2893
TRPC1	5992
TRPC2	3878
TRPC3	13034
TRPC4	12695
TRPC5	12143
TRPC6	6850
TRPM2	9477
TRPS1	19788
MIR650	96
MIR651	97
H2AC19	564
LHFPL3-AS2	2553
INS-IGF2	2556
ANP32AP1	737
MIR652	98
MIR653	96
MIR654	81
MIR655	97
MIR656	78
MIR657	98
MIR658	100
MIR659	97
MIR660	97
MIR661	89
MIR662	95
MIR663A	93
DEFA11P	522
LINC01545	862
SNHG4	7100
TSN	12275
TSC1	75173
TSC2	48964
C4BPB	4910
TSG101	6288
TSHB	528
TSHR	17359
TSNAX	6007
TSPY1	1464
TSPYL1	5073
CAPN5	10436
EIPR1	8513
PHLDA2	1875
TST	3395
GFUS	16457
TTC1	17136
DNAJC7	23791
TTC3	21751
TTC4	5055
C5	6751
TTF1	3786
TTK	6434
TTN	120125
TTPA	2916
TUB	11926
TTR	2927
SNORD118	134
CASC8	2720
TAB3-AS1	245
TMEM51-AS2	559
LINC00163	4290
TUBA4A	7924
LINC00165	824
SNORD116-19	92
LOC727751	1160
ROCK1P1	2676
MAFIP	3719
TUBA3C	1854
SPATA31A3	4256
GOLGA6L6	4013
SSX2B	2790
RGPD8	10145
DDX11L16	2612
BHLHA9	1372
FAM156B	9518
CHORDC1P4	2249
MUC5B	19333
SPATA31A5	4226
GOLGA8Q	2206
TLCD2	11855
AGBL1-AS1	3020
LINC02203	8266
GXYLT2	4095
RHOXF2B	1257
LINC01874	948
SDHAP2	112680
MROH1	13415
LINC01249	6167
PDYN-AS1	3706
C5AR1	3105
TUBB2A	10156
AGAP13P	363
MCHR2-AS1	2840
LOC728024	667
BMS1P23	1615
CT47A10	1298
SSR4P1	2672
LINC02499	1218
CT47A9	1298
GOLGA8O	7602
CT47A8	1298
CT47A6	1298
FAM133DP	691
CT47A5	1298
CT47A4	2596
LINC00290	593
CT47A3	1298
LINC02458	6941
CT47A2	1298
SLIT3-AS1	5074
CT47A1	2548
ANXA8L1	6141
ZBTB8B	12831
NUTM2A	5795
NUTM2D	8306
TSPY3	4117
LOC728158	2971
LINC02363	4120
OTULIN-DT	3963
NUTM2A-AS1	44783
LINC00460	6705
RSPH10B2	8550
LOC728196	1144
NALF1	9264
FAM245A	5015
KRTAP4-8	1750
GGTLC3	968
LINC01433	1656
TMEM191B	4025
PI4KAP1	9928
MAGED4	8924
KRTAP1-4	816
FAM157A	9876
CARMN	20351
MAGEA9B	3454
CLEC19A	4523
KRTAP2-2	1596
LINC02027	7181
D2HGDH	12476
KRTAP19-8	318
TUBG1	13311
GOLGA6L7	3072
KRTAP9-1	753
LINC01881	6465
LINC02667	3156
FRG1-DT	14973
GTF2H2C	21656
LINC00992	1144
NXF2B	5130
DEFA1B	776
OVOL3	906
USP17L24	1593
USP17L25	1593
ARHGEF34P	4532
POTEF	5318
USP17L26	1593
USP17L5	1593
LOC728392	3250
USP17L27	1593
TSPY4	4144
TUFM	3262
USP17L28	1593
TPI1P3	740
TSPY8	4026
USP17L29	1593
PARGP1	2286
LINC01548	1534
GUSBP1	8561
USP17L30	1593
ZC3H12A-DT	1395
LINC02871	2241
GGT2	2940
PPIEL	8980
LINC00687	3127
OPN1MW2	1920
TGFB2-AS1	557
METTL24	3961
LOC728485	6429
DNLZ	6030
SERF1B	13205
GOLGA8H	5188
SPDYE8	2281
C2orf92	17421
LOC728554	14966
ENTPD1-AS1	73109
C12orf73	8946
CNTNAP3B	23778
CCDC192	1253
MS4A18	2021
CCDC169	11060
DCDC2C	3114
TUFT1	6771
PCAT18	2598
SDHAP3	3627
PDCD6P1	6449
ASB9P1	793
CCDC30	64203
DHRS4L1	8936
MEIKIN	2692
FAM133CP	704
CDK11A	15153
HNRNPA1P33	561
HULC	2378
DMRTC1B	4102
RPL13AP5	612
LOC728660	582
SLC35E2B	16294
LOC728673	6195
EIF3CL	3274
SPANXB1	466
TULP1	4663
SPANXA2	408
LOC728715	400
LINC01346	4704
ZBED3-AS1	65757
LINC00977	23062
MAP4K3-DT	28307
NPIPB8	3466
LOC728739	679
NPIPB6	2135
LOC728743	7922
ZNF566-AS1	1392
LOC728755	1919
PIN4P1	396
CROCC2	6603
SCAMP1-AS1	6596
PABPC1P2	1805
ANKDD1B	9273
FRMPD2B	1347
TULP2	3271
NSFP1	2942
C1GALT1C1L	1279
FAM72D	2423
NBPF8	6204
LINC00623	4696
C12orf71	1022
FAM182B	8179
NPIPB11	4579
TULP3	5252
CT45A2	1490
PDE4DIPP1	1641
ZNF736	11689
PPIAL4F	1445
ZNF705D	4884
RPS15AP10	382
LOC728975	1662
UNC5B-AS1	707
LOC728989	1783
C6	6494
HIRA	4877
ZBED5-AS1	8064
RPEL1	2130
SLC15A5	2923
FAAHP1	3684
TEX46	1500
LOC729080	522
OIP5-AS1	15162
CCDC13-AS2	897
GASK1A	6785
AGAP5	5317
BMS1P4	3433
TWIST1	2699
RGPD4-AS1	4400
GTF2IRD1P1	3871
FAM239B	4621
ANKRD20A8P	9275
KATNBL1P6	2381
NBAT1	3692
STXBP5-AS1	35547
TNFSF4	13007
SPACA5B	633
LOC729218	4395
FLJ45513	2100
KIAA2012-AS1	4640
CCR2	7212
PRR20B	1847
FAHD2CP	3298
SFTPA2	3795
PRR20C	2061
PRR20D	1847
PRR20E	1847
KRT16P1	10084
LOC729254	1217
NUTM2B	7263
TP53TG3D	7228
ZNF286B	7504
LOC729291	2975
LOC729296	17429
TNFRSF4	2742
LINC02714	3684
LINC02510	1576
OC90	3016
CETN4P	8538
LINC01873	1679
TP53TG3B	6306
PLIN4	9241
FAM86HP	1921
TRIM49D2	2614
GAGE12J	541
TXK	6236
LMO7DN	1167
GAGE12C	527
GAGE12B	403
GAGE12E	537
CASTOR2	8347
CCDC61	3573
GAGE12H	527
GAGE2A	528
LOC729451	3771
MBD3L2B	1615
FAM230J	5719
HSD52	6598
PGM5P4	445
RAD51AP2	3724
TXN	1741
LINC02226	2308
TMEM242	5251
AACSP1	3512
PRAMEF14	3496
FAM72A	6240
RGPD6	18040
LOC729558	2209
DIRC3	12301
SPDYE6	3151
TXNRD1	20097
CHP1P2	571
FLJ37453	2473
PRR23A	2307
MRS2P2	1201
ZNF812P	4016
TEDC2-AS1	3264
PACRG-AS3	51995
CCDC175	4280
GOLGA2P6	3556
LINC00847	22469
LOC729681	1376
LOC729683	1824
FAM90A2P	1395
TYK2	10889
DNAJC27-AS1	20442
LOC729732	15597
LOC729737	323
PPIAP46	980
ZNF878	2110
PRSS44P	4530
OR4F29	939
CEACAM18	1476
GOLGA8CP	5441
SEC14L1P1	2181
TYMS	4327
LOC729815	1420
FHIP1A	14072
UMAD1	11032
RGPD2	8471
LSP1P3	464
LOC729867	1578
LOC729870	1048
TBC1D3	4193
TBC1D3H	4130
TYR	3639
ANKRD34C-AS1	22160
CRPPA	9121
LOC729930	662
LINC01915	28805
SHISA7	9442
LOC729966	2068
MORN2	2809
LOC729968	540
CNN3-DT	8367
RFPL4AL1	1172
NPIPB2	4477
LINC01776	2229
BORCS8	6870
SHISA9	16978
C7	7920
SEC14L6	3933
ABCC6P2	2008
ZNF814	15006
ZNF726	8645
LINC00886	7790
RRN3P1	7209
MOSMO	8844
LOC730098	5695
TYRO3	12469
LOC730100	3939
LOC730101	11181
CRYZL2P	6090
LINC01100	740
FAM166B	3381
TMEM229A	2147
TEX50	1489
LOC730183	1822
MEIS1-AS3	707
TYRO3P	2705
PAPOLA-DT	1512
BTG2-DT	3207
ACOD1	3948
PPIAL4E	785
ANAPC1P4	4263
ZNF735	1570
LOC730338	2657
GTF2H2C_2	7213
TYROBP	2400
TYRP1	6143
LOC730668	4162
U2AF1	15377
KRTAP2-3	1750
